"Method"	"SC_rep"	"ST_rep"	"RMSE"	"CARD_RMSE"	"PercentDiff"
"Det. Transformation + CARD"	4	3	0.000579766594654067	0.000612896847887358	5.40551861989346
"Det. Transformation + CARD"	5	3	0.000661439563633966	0.000662426947257892	0.149055473665827
"Det. Transformation + CARD"	6	3	0.000725900261525191	0.000716082596963398	-1.37102404155975
"Det. Transformation + CARD"	7	3	0.000774377824682799	0.000786406534876324	1.52957912479924
"Det. Transformation + CARD"	8	3	0.000603221465223107	0.000619812967991133	2.67685634616532
"Det. Transformation + CARD"	9	3	0.000640167950179234	0.000669136984363404	4.32931295999581
"Det. Transformation + CARD"	10	3	0.000604553346543135	0.000622751490049572	2.92221597173337
"Det. Transformation + CARD"	1	4	0.000772641751992894	0.000784279351877898	1.48385901747106
"Det. Transformation + CARD"	2	4	0.000686389244561306	0.000703687679164692	2.45825458020235
"Det. Transformation + CARD"	3	4	0.000638339180719589	0.000656292676032302	2.73559281832191
"Det. Transformation + CARD"	4	4	0.000657579906149832	0.000685463780148696	4.06788437352805
"Det. Transformation + CARD"	5	4	0.000811269645761093	0.000810924326222165	-0.0425834480187515
"Det. Transformation + CARD"	6	4	0.000637090061047618	0.000650068999626751	1.99654784131914
"Det. Transformation + CARD"	7	4	0.000862194838678051	0.00087854046388693	1.86054323970014
"Det. Transformation + CARD"	8	4	0.00073155745803589	0.000718217468212982	-1.85737473861491
"Det. Transformation + CARD"	9	4	0.000628254308637929	0.000640218816614829	1.86881542160271
"Det. Transformation + CARD"	10	4	0.000638315475505829	0.000668220238653145	4.47528545492592
"Det. Transformation + CARD"	1	5	0.000690543234346764	0.000712901784425929	3.13627354673676
"Det. Transformation + CARD"	2	5	0.000707156746646669	0.000709922724814555	0.389616795068493
"Det. Transformation + CARD"	3	5	0.00065614517903944	0.000665259723421701	1.37007307993657
"Det. Transformation + CARD"	4	5	0.000656183003018855	0.000672377039220893	2.40847549178694
"Det. Transformation + CARD"	5	5	0.000608611864112099	0.000651050178941611	6.51843993016065
"Det. Transformation + CARD"	6	5	0.000792756177359558	0.000801870373656122	1.13661716357066
"Det. Transformation + CARD"	7	5	0.000651591235241294	0.000680153004515529	4.19931531355642
"Det. Transformation + CARD"	8	5	0.000656690491646356	0.000672394068298861	2.33547221679602
"Det. Transformation + CARD"	9	5	0.000604727597662385	0.000623478522744703	3.00746928695664
"Det. Transformation + CARD"	10	5	0.000680842994811076	0.000696033509480356	2.18244013576602
"Det. Transformation + CARD"	1	6	0.000683560910095923	0.000706403414078439	3.23363442577865
"Det. Transformation + CARD"	2	6	0.000592687143417463	0.000633513489502296	6.44443200679232
"Det. Transformation + CARD"	3	6	0.000619045993898821	0.000638184078832069	2.99883459460039
"Det. Transformation + CARD"	4	6	0.000720708603383641	0.00073937168846462	2.52418173053587
"Det. Transformation + CARD"	5	6	0.000619936845862306	0.000634253166299433	2.2571933729013
"Det. Transformation + CARD"	6	6	0.000753029339311115	0.000774307929513853	2.74807856043752
"Det. Transformation + CARD"	7	6	0.000748727979605158	0.000754762891514027	0.799577188640399
"Det. Transformation + CARD"	8	6	0.000579796792554766	0.000604856417972784	4.14307010281998
"Det. Transformation + CARD"	9	6	0.000702556234376684	0.000722200770590072	2.72009349939322
"Det. Transformation + CARD"	10	6	0.000645324768222479	0.000657153591260631	1.80000888612055
"Det. Transformation + CARD"	1	7	0.000591213924655151	0.000598445818272133	1.20844584357901
"Det. Transformation + CARD"	2	7	0.000773864855814207	0.000800879181914468	3.3730838196698
"Det. Transformation + CARD"	3	7	0.000590068011460488	0.000609543616461311	3.19511261784481
"Det. Transformation + CARD"	4	7	0.000696188750136773	0.00071289054936771	2.34282797629314
"Det. Transformation + CARD"	5	7	0.000840430844216965	0.00083832768381119	-0.250875695314412
"Det. Transformation + CARD"	6	7	0.000633297988002534	0.000616759850791415	-2.68145489527194
"Det. Transformation + CARD"	7	7	0.000792900387582435	0.000806048904760021	1.63123069827876
"Det. Transformation + CARD"	8	7	0.000597349741742683	0.000611880271245294	2.37473410820034
"Det. Transformation + CARD"	9	7	0.000663466662884046	0.000664944216111078	0.222207095156557
"Det. Transformation + CARD"	10	7	0.000615734955592765	0.000641402994774225	4.00185833096954
"Det. Transformation + CARD"	1	8	0.000672989699612339	0.000684529801152001	1.68584355571391
"Det. Transformation + CARD"	2	8	0.00072082955714801	0.000721825091795986	0.137919096923911
"Det. Transformation + CARD"	3	8	0.000652218664346429	0.000648666542163145	-0.547603730483481
"Det. Transformation + CARD"	4	8	0.00071998877566218	0.000717029763936374	-0.412676275746415
"Det. Transformation + CARD"	5	8	0.000781953400433545	0.00079254476356507	1.33637412275388
"Det. Transformation + CARD"	6	8	0.000709251706328092	0.000703436914184636	-0.826625959798433
"Det. Transformation + CARD"	7	8	0.000676449007272379	0.000702377875087919	3.69158379487601
"Det. Transformation + CARD"	8	8	0.000627666761841063	0.000648865793133905	3.2670902854124
"Det. Transformation + CARD"	9	8	0.000558771560893427	0.000593677884627271	5.87967391707022
"Det. Transformation + CARD"	10	8	0.00068431304070595	0.000691223444205677	0.999735115707523
"Det. Transformation + CARD"	1	9	0.000673634292837624	0.00068228247802161	1.26753734158062
"Det. Transformation + CARD"	2	9	0.000620271312487086	0.000655250298596676	5.33826328419894
"Det. Transformation + CARD"	3	9	0.000644338065388063	0.000645984784858969	0.254916138816741
"Det. Transformation + CARD"	4	9	0.000776182107585915	0.000781869556042938	0.72741653809969
"Det. Transformation + CARD"	5	9	0.000569418448839235	0.000594180122154662	4.16736817543364
"Det. Transformation + CARD"	6	9	0.000580824863070666	0.000591842718306908	1.86161878746438
"Det. Transformation + CARD"	7	9	0.00081159140292256	0.000817498161889659	0.722540947791972
"Det. Transformation + CARD"	8	9	0.000676110083405006	0.000684498624294078	1.22550149720501
"Det. Transformation + CARD"	9	9	0.000626423087032523	0.000635133891179615	1.37149099867955
"Det. Transformation + CARD"	10	9	0.000648542306021757	0.000668996806111156	3.05748845174617
"Det. Transformation + CARD"	10	10	0.000565454469432448	0.000585907153997843	3.490772288039
